s,a,k,h,I
2022-12-31,60-79,5,23,31549
2022-12-31,80+,5,32,14303
2022-12-31,00-04,6,1,1106
2022-12-31,05-14,6,0,2181
2022-12-31,15-34,6,2,31430
2022-12-31,35-59,6,4,63617
2022-12-31,60-79,6,7,31549
2022-12-31,80+,6,18,14303
2022-12-31,00-04,7,0,1106
2022-12-31,05-14,7,0,2181
2022-12-31,15-34,7,1,31430
2022-12-31,35-59,7,6,63617
2022-12-31,60-79,7,14,31549
2022-12-31,80+,7,17,14303
2023-01-01,00-04,0,120,1059
2023-01-01,05-14,0,34,2059
2023-01-01,15-34,0,285,29678
2023-01-01,35-59,0,772,60457
2023-01-01,60-79,0,2136,29859
2023-01-01,80+,0,2736,13609
2023-01-01,00-04,1,55,1059
2023-01-01,05-14,1,7,2059
2023-01-01,15-34,1,148,29678
2023-01-01,35-59,1,341,60457
2023-01-01,60-79,1,1080,29859
2023-01-01,80+,1,1385,13609
2023-01-01,00-04,2,13,1059
2023-01-01,05-14,2,1,2059
2023-01-01,15-34,2,37,29678
2023-01-01,35-59,2,84,60457
2023-01-01,60-79,2,235,29859
2023-01-01,80+,2,317,13609
2023-01-01,00-04,3,0,1059
2023-01-01,05-14,3,0,2059
2023-01-01,15-34,3,4,29678
2023-01-01,35-59,3,29,60457
2023-01-01,60-79,3,68,29859
2023-01-01,80+,3,68,13609
2023-01-01,00-04,4,1,1059
2023-01-01,05-14,4,0,2059
2023-01-01,15-34,4,4,29678
2023-01-01,35-59,4,14,60457
2023-01-01,60-79,4,40,29859
2023-01-01,80+,4,56,13609
2023-01-01,00-04,5,1,1059
2023-01-01,05-14,5,0,2059
2023-01-01,15-34,5,2,29678
2023-01-01,35-59,5,4,60457
2023-01-01,60-79,5,22,29859
2023-01-01,80+,5,32,13609
2023-01-01,00-04,6,1,1059
2023-01-01,05-14,6,0,2059
2023-01-01,15-34,6,2,29678
2023-01-01,35-59,6,4,60457
2023-01-01,60-79,6,6,29859
2023-01-01,80+,6,18,13609
2023-01-01,00-04,7,0,1059
2023-01-01,05-14,7,0,2059
2023-01-01,15-34,7,1,29678
2023-01-01,35-59,7,7,60457
2023-01-01,60-79,7,13,29859
2023-01-01,80+,7,16,13609
2023-01-02,00-04,0,135,1031
2023-01-02,05-14,0,37,1976
2023-01-02,15-34,0,328,28783
2023-01-02,35-59,0,879,58724
2023-01-02,60-79,0,2495,28990
2023-01-02,80+,0,3226,13194
2023-01-02,00-04,1,40,1031
2023-01-02,05-14,1,6,1976
2023-01-02,15-34,1,118,28783
2023-01-02,35-59,1,256,58724
2023-01-02,60-79,1,764,28990
2023-01-02,80+,1,999,13194
2023-01-02,00-04,2,10,1031
2023-01-02,05-14,2,1,1976
2023-01-02,15-34,2,24,28783
2023-01-02,35-59,2,69,58724
2023-01-02,60-79,2,164,28990
2023-01-02,80+,2,229,13194
2023-01-02,00-04,3,1,1031
2023-01-02,05-14,3,0,1976
2023-01-02,15-34,3,5,28783
2023-01-02,35-59,3,22,58724
2023-01-02,60-79,3,60,28990
2023-01-02,80+,3,69,13194
2023-01-02,00-04,4,1,1031
2023-01-02,05-14,4,0,1976
2023-01-02,15-34,4,3,28783
2023-01-02,35-59,4,12,58724
2023-01-02,60-79,4,36,28990
2023-01-02,80+,4,48,13194
2023-01-02,00-04,5,0,1031
2023-01-02,05-14,5,0,1976
2023-01-02,15-34,5,2,28783
2023-01-02,35-59,5,2,58724
2023-01-02,60-79,5,24,28990
2023-01-02,80+,5,32,13194
2023-01-02,00-04,6,1,1031
2023-01-02,05-14,6,0,1976
2023-01-02,15-34,6,1,28783
2023-01-02,35-59,6,4,58724
2023-01-02,60-79,6,10,28990
2023-01-02,80+,6,16,13194
2023-01-02,00-04,7,0,1031
2023-01-02,05-14,7,0,1976
2023-01-02,15-34,7,1,28783
2023-01-02,35-59,7,6,58724
2023-01-02,60-79,7,10,28990
2023-01-02,80+,7,13,13194
2023-01-03,00-04,0,177,1377
2023-01-03,05-14,0,47,2526
2023-01-03,15-34,0,444,36652
2023-01-03,35-59,0,1151,73657
2023-01-03,60-79,0,3244,36598
2023-01-03,80+,0,4220,16981
2023-01-03,00-04,1,34,1377
2023-01-03,05-14,1,6,2526
2023-01-03,15-34,1,119,36652
2023-01-03,35-59,1,270,73657
2023-01-03,60-79,1,827,36598
2023-01-03,80+,1,1048,16981
2023-01-03,00-04,2,4,1377
2023-01-03,05-14,2,1,2526
2023-01-03,15-34,2,19,36652
2023-01-03,35-59,2,71,73657
2023-01-03,60-79,2,164,36598
2023-01-03,80+,2,227,16981
2023-01-03,00-04,3,1,1377
2023-01-03,05-14,3,0,2526
2023-01-03,15-34,3,9,36652
2023-01-03,35-59,3,19,73657
2023-01-03,60-79,3,65,36598
2023-01-03,80+,3,89,16981
2023-01-03,00-04,4,2,1377
2023-01-03,05-14,4,0,2526
2023-01-03,15-34,4,4,36652
2023-01-03,35-59,4,10,73657
2023-01-03,60-79,4,40,36598
2023-01-03,80+,4,49,16981
2023-01-03,00-04,5,0,1377
2023-01-03,05-14,5,0,2526
2023-01-03,15-34,5,2,36652
2023-01-03,35-59,5,6,73657
2023-01-03,60-79,5,19,36598
2023-01-03,80+,5,33,16981
2023-01-03,00-04,6,1,1377
2023-01-03,05-14,6,0,2526
2023-01-03,15-34,6,1,36652
2023-01-03,35-59,6,2,73657
2023-01-03,60-79,6,15,36598
2023-01-03,80+,6,19,16981
2023-01-03,00-04,7,1,1377
2023-01-03,05-14,7,0,2526
2023-01-03,15-34,7,2,36652
2023-01-03,35-59,7,6,73657
2023-01-03,60-79,7,12,36598
2023-01-03,80+,7,19,16981
2023-01-04,00-04,0,150,1288
2023-01-04,05-14,0,41,2271
2023-01-04,15-34,0,415,34834
2023-01-04,35-59,0,1055,69970
2023-01-04,60-79,0,2929,33381
2023-01-04,80+,0,3862,15482
2023-01-04,00-04,1,30,1288
2023-01-04,05-14,1,4,2271
2023-01-04,15-34,1,101,34834
2023-01-04,35-59,1,213,69970
2023-01-04,60-79,1,679,33381
2023-01-04,80+,1,814,15482
2023-01-04,00-04,2,3,1288
2023-01-04,05-14,2,1,2271
2023-01-04,15-34,2,19,34834
2023-01-04,35-59,2,58,69970
2023-01-04,60-79,2,140,33381
2023-01-04,80+,2,195,15482
2023-01-04,00-04,3,0,1288
2023-01-04,05-14,3,0,2271
2023-01-04,15-34,3,8,34834
2023-01-04,35-59,3,15,69970
2023-01-04,60-79,3,64,33381
2023-01-04,80+,3,84,15482
2023-01-04,00-04,4,2,1288
2023-01-04,05-14,4,0,2271
2023-01-04,15-34,4,5,34834
2023-01-04,35-59,4,16,69970
2023-01-04,60-79,4,39,33381
2023-01-04,80+,4,44,15482
2023-01-04,00-04,5,0,1288
2023-01-04,05-14,5,0,2271
2023-01-04,15-34,5,1,34834
2023-01-04,35-59,5,3,69970
2023-01-04,60-79,5,7,33381
2023-01-04,80+,5,24,15482
2023-01-04,00-04,6,1,1288
2023-01-04,05-14,6,0,2271
2023-01-04,15-34,6,1,34834
2023-01-04,35-59,6,7,69970
2023-01-04,60-79,6,15,33381
2023-01-04,80+,6,17,15482
2023-01-04,00-04,7,1,1288
2023-01-04,05-14,7,0,2271
2023-01-04,15-34,7,3,34834
2023-01-04,35-59,7,2,69970
2023-01-04,60-79,7,14,33381
2023-01-04,80+,7,17,15482
2023-01-05,00-04,0,132,1249
2023-01-05,05-14,0,35,2185
2023-01-05,15-34,0,412,32662
2023-01-05,35-59,0,994,63820
2023-01-05,60-79,0,2827,30685
2023-01-05,80+,0,3659,14625
2023-01-05,00-04,1,27,1249
2023-01-05,05-14,1,3,2185
2023-01-05,15-34,1,86,32662
2023-01-05,35-59,1,185,63820
2023-01-05,60-79,1,558,30685
2023-01-05,80+,1,713,14625
2023-01-05,00-04,2,2,1249
2023-01-05,05-14,2,0,2185
2023-01-05,15-34,2,10,32662
2023-01-05,35-59,2,58,63820
2023-01-05,60-79,2,126,30685
2023-01-05,80+,2,172,14625
2023-01-05,00-04,3,1,1249
2023-01-05,05-14,3,0,2185
2023-01-05,15-34,3,8,32662
2023-01-05,35-59,3,13,63820
2023-01-05,60-79,3,56,30685
2023-01-05,80+,3,74,14625
2023-01-05,00-04,4,2,1249
2023-01-05,05-14,4,0,2185
2023-01-05,15-34,4,6,32662
2023-01-05,35-59,4,16,63820
2023-01-05,60-79,4,41,30685
2023-01-05,80+,4,56,14625
2023-01-05,00-04,5,0,1249
2023-01-05,05-14,5,0,2185
2023-01-05,15-34,5,1,32662
2023-01-05,35-59,5,2,63820
2023-01-05,60-79,5,5,30685
2023-01-05,80+,5,25,14625
2023-01-05,00-04,6,2,1249
2023-01-05,05-14,6,0,2185
2023-01-05,15-34,6,1,32662
2023-01-05,35-59,6,10,63820
2023-01-05,60-79,6,20,30685
2023-01-05,80+,6,23,14625
2023-01-05,00-04,7,0,1249
2023-01-05,05-14,7,0,2185
2023-01-05,15-34,7,2,32662
2023-01-05,35-59,7,2,63820
2023-01-05,60-79,7,9,30685
2023-01-05,80+,7,9,14625
2023-01-06,00-04,0,118,1192
2023-01-06,05-14,0,32,2105
2023-01-06,15-34,0,396,30918
2023-01-06,35-59,0,937,58913
2023-01-06,60-79,0,2615,28588
2023-01-06,80+,0,3362,13842
2023-01-06,00-04,1,31,1192
2023-01-06,05-14,1,7,2105
2023-01-06,15-34,1,79,30918
2023-01-06,35-59,1,190,58913
2023-01-06,60-79,1,585,28588
2023-01-06,80+,1,768,13842
2023-01-06,00-04,2,1,1192
2023-01-06,05-14,2,0,2105
2023-01-06,15-34,2,11,30918
2023-01-06,35-59,2,55,58913
2023-01-06,60-79,2,119,28588
2023-01-06,80+,2,147,13842
2023-01-06,00-04,3,2,1192
2023-01-06,05-14,3,0,2105
2023-01-06,15-34,3,8,30918
2023-01-06,35-59,3,19,58913
2023-01-06,60-79,3,53,28588
2023-01-06,80+,3,66,13842
2023-01-06,00-04,4,1,1192
2023-01-06,05-14,4,0,2105
2023-01-06,15-34,4,6,30918
2023-01-06,35-59,4,14,58913
2023-01-06,60-79,4,37,28588
2023-01-06,80+,4,56,13842
2023-01-06,00-04,5,1,1192
2023-01-06,05-14,5,0,2105
2023-01-06,15-34,5,1,30918
2023-01-06,35-59,5,0,58913
2023-01-06,60-79,5,6,28588
2023-01-06,80+,5,19,13842
2023-01-06,00-04,6,1,1192
2023-01-06,05-14,6,0,2105
2023-01-06,15-34,6,0,30918
2023-01-06,35-59,6,7,58913
2023-01-06,60-79,6,19,28588
2023-01-06,80+,6,21,13842
2023-01-06,00-04,7,0,1192
2023-01-06,05-14,7,0,2105
2023-01-06,15-34,7,3,30918
2023-01-06,35-59,7,3,58913
2023-01-06,60-79,7,6,28588
2023-01-06,80+,7,8,13842
2023-01-07,00-04,0,105,1111
2023-01-07,05-14,0,24,2009
2023-01-07,15-34,0,346,28832
2023-01-07,35-59,0,845,54445
2023-01-07,60-79,0,2268,26394
2023-01-07,80+,0,2905,12831
2023-01-07,00-04,1,39,1111
2023-01-07,05-14,1,9,2009
2023-01-07,15-34,1,102,28832
2023-01-07,35-59,1,222,54445
2023-01-07,60-79,1,701,26394
2023-01-07,80+,1,894,12831
2023-01-07,00-04,2,2,1111
2023-01-07,05-14,2,0,2009
2023-01-07,15-34,2,18,28832
2023-01-07,35-59,2,57,54445
2023-01-07,60-79,2,124,26394
2023-01-07,80+,2,160,12831
2023-01-07,00-04,3,2,1111
2023-01-07,05-14,3,0,2009
2023-01-07,15-34,3,8,28832
2023-01-07,35-59,3,21,54445
2023-01-07,60-79,3,57,26394
2023-01-07,80+,3,66,12831
2023-01-07,00-04,4,1,1111
2023-01-07,05-14,4,0,2009
2023-01-07,15-34,4,7,28832
2023-01-07,35-59,4,19,54445
2023-01-07,60-79,4,39,26394
2023-01-07,80+,4,61,12831
2023-01-07,00-04,5,1,1111
2023-01-07,05-14,5,0,2009
2023-01-07,15-34,5,1,28832
2023-01-07,35-59,5,0,54445
2023-01-07,60-79,5,8,26394
2023-01-07,80+,5,22,12831
2023-01-07,00-04,6,1,1111
2023-01-07,05-14,6,1,2009
2023-01-07,15-34,6,0,28832
2023-01-07,35-59,6,8,54445
2023-01-07,60-79,6,22,26394
2023-01-07,80+,6,21,12831
2023-01-07,00-04,7,0,1111
2023-01-07,05-14,7,0,2009
2023-01-07,15-34,7,3,28832
2023-01-07,35-59,7,2,54445
2023-01-07,60-79,7,7,26394
2023-01-07,80+,7,7,12831
2023-01-08,00-04,0,97,1058
2023-01-08,05-14,0,23,1934
2023-01-08,15-34,0,329,27734
2023-01-08,35-59,0,807,52459
2023-01-08,60-79,0,2177,25390
2023-01-08,80+,0,2780,12361
2023-01-08,00-04,1,45,1058
2023-01-08,05-14,1,11,1934
2023-01-08,15-34,1,115,27734
2023-01-08,35-59,1,240,52459
2023-01-08,60-79,1,751,25390
2023-01-08,80+,1,975,12361
2023-01-08,00-04,2,2,1058
2023-01-08,05-14,2,1,1934
2023-01-08,15-34,2,18,27734
2023-01-08,35-59,2,61,52459
2023-01-08,60-79,2,125,25390
2023-01-08,80+,2,162,12361
2023-01-08,00-04,3,2,1058
2023-01-08,05-14,3,0,1934
2023-01-08,15-34,3,8,27734
2023-01-08,35-59,3,20,52459
2023-01-08,60-79,3,58,25390
2023-01-08,80+,3,64,12361
2023-01-08,00-04,4,1,1058
2023-01-08,05-14,4,1,1934
2023-01-08,15-34,4,7,27734
2023-01-08,35-59,4,19,52459
2023-01-08,60-79,4,39,25390
2023-01-08,80+,4,61,12361
2023-01-08,00-04,5,0,1058
2023-01-08,05-14,5,0,1934
2023-01-08,15-34,5,1,27734
2023-01-08,35-59,5,1,52459
2023-01-08,60-79,5,8,25390
2023-01-08,80+,5,23,12361
2023-01-08,00-04,6,1,1058
2023-01-08,05-14,6,1,1934
2023-01-08,15-34,6,0,27734
2023-01-08,35-59,6,7,52459
2023-01-08,60-79,6,23,25390
2023-01-08,80+,6,21,12361
2023-01-08,00-04,7,0,1058
2023-01-08,05-14,7,0,1934
2023-01-08,15-34,7,3,27734
2023-01-08,35-59,7,2,52459
2023-01-08,60-79,7,7,25390
2023-01-08,80+,7,7,12361
2023-01-09,00-04,0,116,1036
2023-01-09,05-14,0,26,1880
2023-01-09,15-34,0,377,27215
2023-01-09,35-59,0,903,51460
2023-01-09,60-79,0,2518,24794
2023-01-09,80+,0,3191,12068
2023-01-09,00-04,1,25,1036
2023-01-09,05-14,1,8,1880
2023-01-09,15-34,1,68,27215
2023-01-09,35-59,1,159,51460
2023-01-09,60-79,1,434,24794
2023-01-09,80+,1,562,12068
2023-01-09,00-04,2,2,1036
2023-01-09,05-14,2,1,1880
2023-01-09,15-34,2,13,27215
2023-01-09,35-59,2,35,51460
2023-01-09,60-79,2,90,24794
2023-01-09,80+,2,115,12068
2023-01-09,00-04,3,2,1036
2023-01-09,05-14,3,0,1880
2023-01-09,15-34,3,6,27215
2023-01-09,35-59,3,18,51460
2023-01-09,60-79,3,48,24794
2023-01-09,80+,3,56,12068
2023-01-09,00-04,4,1,1036
2023-01-09,05-14,4,1,1880
2023-01-09,15-34,4,7,27215
2023-01-09,35-59,4,16,51460
2023-01-09,60-79,4,33,24794
2023-01-09,80+,4,58,12068
2023-01-09,00-04,5,0,1036
2023-01-09,05-14,5,0,1880
2023-01-09,15-34,5,1,27215
2023-01-09,35-59,5,4,51460
2023-01-09,60-79,5,13,24794
2023-01-09,80+,5,22,12068
2023-01-09,00-04,6,1,1036
2023-01-09,05-14,6,1,1880
2023-01-09,15-34,6,0,27215
2023-01-09,35-59,6,4,51460
2023-01-09,60-79,6,17,24794
2023-01-09,80+,6,20,12068
2023-01-09,00-04,7,0,1036
2023-01-09,05-14,7,0,1880
2023-01-09,15-34,7,7,27215
2023-01-09,35-59,7,9,51460
2023-01-09,60-79,7,12,24794
2023-01-09,80+,7,13,12068
2023-01-10,00-04,0,128,1084
2023-01-10,05-14,0,28,1990
2023-01-10,15-34,0,368,26007
2023-01-10,35-59,0,868,48745
2023-01-10,60-79,0,2343,23987
2023-01-10,80+,0,2903,11819
2023-01-10,00-04,1,18,1084
2023-01-10,05-14,1,9,1990
2023-01-10,15-34,1,64,26007
2023-01-10,35-59,1,148,48745
2023-01-10,60-79,1,425,23987
2023-01-10,80+,1,572,11819
2023-01-10,00-04,2,2,1084
2023-01-10,05-14,2,2,1990
2023-01-10,15-34,2,14,26007
2023-01-10,35-59,2,40,48745
2023-01-10,60-79,2,100,23987
2023-01-10,80+,2,97,11819
2023-01-10,00-04,3,2,1084
2023-01-10,05-14,3,0,1990
2023-01-10,15-34,3,3,26007
2023-01-10,35-59,3,19,48745
2023-01-10,60-79,3,40,23987
2023-01-10,80+,3,60,11819
2023-01-10,00-04,4,1,1084
2023-01-10,05-14,4,2,1990
2023-01-10,15-34,4,6,26007
2023-01-10,35-59,4,14,48745
2023-01-10,60-79,4,36,23987
2023-01-10,80+,4,45,11819
2023-01-10,00-04,5,2,1084
2023-01-10,05-14,5,0,1990
2023-01-10,15-34,5,0,26007
2023-01-10,35-59,5,5,48745
2023-01-10,60-79,5,18,23987
2023-01-10,80+,5,27,11819
2023-01-10,00-04,6,0,1084
2023-01-10,05-14,6,0,1990
2023-01-10,15-34,6,1,26007
2023-01-10,35-59,6,4,48745
2023-01-10,60-79,6,13,23987
2023-01-10,80+,6,15,11819
2023-01-10,00-04,7,0,1084
2023-01-10,05-14,7,0,1990
2023-01-10,15-34,7,7,26007
2023-01-10,35-59,7,10,48745
2023-01-10,60-79,7,15,23987
2023-01-10,80+,7,17,11819
2023-01-11,00-04,0,123,1030
2023-01-11,05-14,0,26,2141
2023-01-11,15-34,0,366,23523
2023-01-11,35-59,0,824,43234
2023-01-11,60-79,0,2220,21540
2023-01-11,80+,0,2742,10706
2023-01-11,00-04,1,15,1030
2023-01-11,05-14,1,8,2141
2023-01-11,15-34,1,56,23523
2023-01-11,35-59,1,124,43234
2023-01-11,60-79,1,366,21540
2023-01-11,80+,1,457,10706
2023-01-11,00-04,2,4,1030
2023-01-11,05-14,2,2,2141
2023-01-11,15-34,2,10,23523
2023-01-11,35-59,2,41,43234
2023-01-11,60-79,2,77,21540
2023-01-11,80+,2,89,10706
2023-01-11,00-04,3,2,1030
2023-01-11,05-14,3,2,2141
2023-01-11,15-34,3,7,23523
2023-01-11,35-59,3,28,43234
2023-01-11,60-79,3,52,21540
2023-01-11,80+,3,69,10706
2023-01-11,00-04,4,1,1030
2023-01-11,05-14,4,1,2141
2023-01-11,15-34,4,2,23523
2023-01-11,35-59,4,6,43234
2023-01-11,60-79,4,18,21540
2023-01-11,80+,4,27,10706
2023-01-11,00-04,5,2,1030
2023-01-11,05-14,5,0,2141
2023-01-11,15-34,5,0,23523
2023-01-11,35-59,5,5,43234
2023-01-11,60-79,5,22,21540
2023-01-11,80+,5,23,10706
2023-01-11,00-04,6,0,1030
2023-01-11,05-14,6,0,2141
2023-01-11,15-34,6,0,23523
2023-01-11,35-59,6,3,43234
2023-01-11,60-79,6,6,21540
2023-01-11,80+,6,8,10706
2023-01-11,00-04,7,0,1030
2023-01-11,05-14,7,0,2141
2023-01-11,15-34,7,5,23523
2023-01-11,35-59,7,8,43234
2023-01-11,60-79,7,12,21540
2023-01-11,80+,7,16,10706
2023-01-12,00-04,0,118,1050
2023-01-12,05-14,0,26,2302
2023-01-12,15-34,0,345,22329
2023-01-12,35-59,0,763,40484
2023-01-12,60-79,0,2105,20170
2023-01-12,80+,0,2551,9935
2023-01-12,00-04,1,17,1050
2023-01-12,05-14,1,10,2302
2023-01-12,15-34,1,51,22329
2023-01-12,35-59,1,109,40484
2023-01-12,60-79,1,314,20170
2023-01-12,80+,1,419,9935
2023-01-12,00-04,2,1,1050
2023-01-12,05-14,2,0,2302
2023-01-12,15-34,2,8,22329
2023-01-12,35-59,2,36,40484
2023-01-12,60-79,2,71,20170
2023-01-12,80+,2,74,9935
2023-01-12,00-04,3,2,1050
2023-01-12,05-14,3,2,2302
2023-01-12,15-34,3,6,22329
2023-01-12,35-59,3,22,40484
2023-01-12,60-79,3,50,20170
2023-01-12,80+,3,51,9935
2023-01-12,00-04,4,0,1050
2023-01-12,05-14,4,0,2302
2023-01-12,15-34,4,1,22329
2023-01-12,35-59,4,7,40484
2023-01-12,60-79,4,16,20170
2023-01-12,80+,4,22,9935
2023-01-12,00-04,5,1,1050
2023-01-12,05-14,5,0,2302
2023-01-12,15-34,5,0,22329
2023-01-12,35-59,5,7,40484
2023-01-12,60-79,5,24,20170
2023-01-12,80+,5,23,9935
2023-01-12,00-04,6,0,1050
2023-01-12,05-14,6,0,2302
2023-01-12,15-34,6,0,22329
2023-01-12,35-59,6,1,40484
2023-01-12,60-79,6,2,20170
2023-01-12,80+,6,4,9935
2023-01-12,00-04,7,0,1050
2023-01-12,05-14,7,0,2302
2023-01-12,15-34,7,5,22329
2023-01-12,35-59,7,11,40484
2023-01-12,60-79,7,11,20170
2023-01-12,80+,7,22,9935
2023-01-13,00-04,0,114,1043
2023-01-13,05-14,0,27,2378
2023-01-13,15-34,0,321,20626
2023-01-13,35-59,0,688,37285
2023-01-13,60-79,0,2003,18459
2023-01-13,80+,0,2367,9002
2023-01-13,00-04,1,12,1043
2023-01-13,05-14,1,7,2378
2023-01-13,15-34,1,52,20626
2023-01-13,35-59,1,102,37285
2023-01-13,60-79,1,270,18459
2023-01-13,80+,1,340,9002
2023-01-13,00-04,2,2,1043
2023-01-13,05-14,2,1,2378
2023-01-13,15-34,2,7,20626
2023-01-13,35-59,2,35,37285
2023-01-13,60-79,2,77,18459
2023-01-13,80+,2,63,9002
2023-01-13,00-04,3,1,1043
2023-01-13,05-14,3,2,2378
2023-01-13,15-34,3,3,20626
2023-01-13,35-59,3,22,37285
2023-01-13,60-79,3,49,18459
2023-01-13,80+,3,42,9002
2023-01-13,00-04,4,0,1043
2023-01-13,05-14,4,0,2378
2023-01-13,15-34,4,0,20626
2023-01-13,35-59,4,7,37285
2023-01-13,60-79,4,19,18459
2023-01-13,80+,4,26,9002
2023-01-13,00-04,5,1,1043
2023-01-13,05-14,5,0,2378
2023-01-13,15-34,5,0,20626
2023-01-13,35-59,5,4,37285
2023-01-13,60-79,5,21,18459
2023-01-13,80+,5,24,9002
2023-01-13,00-04,6,0,1043
2023-01-13,05-14,6,0,2378
2023-01-13,15-34,6,0,20626
2023-01-13,35-59,6,0,37285
2023-01-13,60-79,6,3,18459
2023-01-13,80+,6,2,9002
2023-01-13,00-04,7,0,1043
2023-01-13,05-14,7,0,2378
2023-01-13,15-34,7,2,20626
2023-01-13,35-59,7,11,37285
2023-01-13,60-79,7,11,18459
2023-01-13,80+,7,24,9002
2023-01-14,00-04,0,105,1088
2023-01-14,05-14,0,28,2484
2023-01-14,15-34,0,293,20194
2023-01-14,35-59,0,627,36228
2023-01-14,60-79,0,1846,17834
2023-01-14,80+,0,2151,8763
2023-01-14,00-04,1,18,1088
2023-01-14,05-14,1,12,2484
2023-01-14,15-34,1,66,20194
2023-01-14,35-59,1,155,36228
2023-01-14,60-79,1,409,17834
2023-01-14,80+,1,502,8763
2023-01-14,00-04,2,4,1088
2023-01-14,05-14,2,1,2484
2023-01-14,15-34,2,9,20194
2023-01-14,35-59,2,37,36228
2023-01-14,60-79,2,79,17834
2023-01-14,80+,2,77,8763
2023-01-14,00-04,3,1,1088
2023-01-14,05-14,3,1,2484
2023-01-14,15-34,3,2,20194
2023-01-14,35-59,3,22,36228
2023-01-14,60-79,3,51,17834
2023-01-14,80+,3,50,8763
2023-01-14,00-04,4,0,1088
2023-01-14,05-14,4,1,2484
2023-01-14,15-34,4,1,20194
2023-01-14,35-59,4,8,36228
2023-01-14,60-79,4,21,17834
2023-01-14,80+,4,22,8763
2023-01-14,00-04,5,1,1088
2023-01-14,05-14,5,0,2484
2023-01-14,15-34,5,1,20194
2023-01-14,35-59,5,4,36228
2023-01-14,60-79,5,20,17834
2023-01-14,80+,5,26,8763
2023-01-14,00-04,6,0,1088
2023-01-14,05-14,6,0,2484
2023-01-14,15-34,6,0,20194
2023-01-14,35-59,6,1,36228
2023-01-14,60-79,6,2,17834
2023-01-14,80+,6,2,8763
2023-01-14,00-04,7,0,1088
2023-01-14,05-14,7,0,2484
2023-01-14,15-34,7,3,20194
2023-01-14,35-59,7,10,36228
2023-01-14,60-79,7,11,17834
2023-01-14,80+,7,25,8763
2023-01-15,00-04,0,99,1054
2023-01-15,05-14,0,26,2403
2023-01-15,15-34,0,278,19493
2023-01-15,35-59,0,603,34996
2023-01-15,60-79,0,1785,17163
2023-01-15,80+,0,2049,8441
2023-01-15,00-04,1,21,1054
2023-01-15,05-14,1,12,2403
2023-01-15,15-34,1,72,19493
2023-01-15,35-59,1,171,34996
2023-01-15,60-79,1,463,17163
2023-01-15,80+,1,542,8441
2023-01-15,00-04,2,4,1054
2023-01-15,05-14,2,1,2403
2023-01-15,15-34,2,10,19493
2023-01-15,35-59,2,40,34996
2023-01-15,60-79,2,78,17163
2023-01-15,80+,2,78,8441
2023-01-15,00-04,3,1,1054
2023-01-15,05-14,3,1,2403
2023-01-15,15-34,3,3,19493
2023-01-15,35-59,3,22,34996
2023-01-15,60-79,3,53,17163
2023-01-15,80+,3,49,8441
2023-01-15,00-04,4,1,1054
2023-01-15,05-14,4,1,2403
2023-01-15,15-34,4,1,19493
2023-01-15,35-59,4,7,34996
2023-01-15,60-79,4,22,17163
2023-01-15,80+,4,22,8441
2023-01-15,00-04,5,1,1054
2023-01-15,05-14,5,0,2403
2023-01-15,15-34,5,1,19493
2023-01-15,35-59,5,4,34996
2023-01-15,60-79,5,19,17163
2023-01-15,80+,5,26,8441
2023-01-15,00-04,6,0,1054
2023-01-15,05-14,6,0,2403
2023-01-15,15-34,6,0,19493
2023-01-15,35-59,6,1,34996
2023-01-15,60-79,6,2,17163
2023-01-15,80+,6,2,8441
2023-01-15,00-04,7,0,1054
2023-01-15,05-14,7,0,2403
2023-01-15,15-34,7,3,19493
2023-01-15,35-59,7,10,34996
2023-01-15,60-79,7,10,17163
2023-01-15,80+,7,24,8441
2023-01-16,00-04,0,109,1029
2023-01-16,05-14,0,32,2348
2023-01-16,15-34,0,299,19122
2023-01-16,35-59,0,675,34336
2023-01-16,60-79,0,1977,16787
2023-01-16,80+,0,2254,8240
2023-01-16,00-04,1,16,1029
2023-01-16,05-14,1,9,2348
2023-01-16,15-34,1,50,19122
2023-01-16,35-59,1,108,34336
2023-01-16,60-79,1,278,16787
2023-01-16,80+,1,327,8240
2023-01-16,00-04,2,1,1029
2023-01-16,05-14,2,0,2348
2023-01-16,15-34,2,7,19122
2023-01-16,35-59,2,28,34336
2023-01-16,60-79,2,76,16787
2023-01-16,80+,2,65,8240
2023-01-16,00-04,3,1,1029
2023-01-16,05-14,3,1,2348
2023-01-16,15-34,3,4,19122
2023-01-16,35-59,3,21,34336
2023-01-16,60-79,3,46,16787
2023-01-16,80+,3,43,8240
2023-01-16,00-04,4,2,1029
2023-01-16,05-14,4,1,2348
2023-01-16,15-34,4,0,19122
2023-01-16,35-59,4,3,34336
2023-01-16,60-79,4,21,16787
2023-01-16,80+,4,23,8240
2023-01-16,00-04,5,0,1029
2023-01-16,05-14,5,0,2348
2023-01-16,15-34,5,1,19122
2023-01-16,35-59,5,4,34336
2023-01-16,60-79,5,13,16787
2023-01-16,80+,5,16,8240
2023-01-16,00-04,6,0,1029
2023-01-16,05-14,6,0,2348
2023-01-16,15-34,6,1,19122
2023-01-16,35-59,6,5,34336
2023-01-16,60-79,6,8,16787
2023-01-16,80+,6,12,8240
2023-01-16,00-04,7,0,1029
2023-01-16,05-14,7,0,2348
2023-01-16,15-34,7,3,19122
2023-01-16,35-59,7,6,34336
2023-01-16,60-79,7,6,16787
2023-01-16,80+,7,14,8240
